1,8.27E+17, Tue Jan 31 22:10:36 +0000 2017,1.49E+12, thefive should post a warning when juan is on so viewers have time you pop a xanax,  xanax,14385689, chasin_dwight, mother  grandmother  love new orleans saints football      lsu tigers.   registered independent,0,0,543, Louisiana: USA, None
51,8.34E+17, Wed Feb 22 18:54:18 +0000 2017,1.49E+12, stuff some xanax up that asshole and stfu,  xanax,3849900194, ivyalejandra__, astrophile,0,0,313, None, None
52,8.34E+17, Wed Feb 22 18:55:50 +0000 2017,1.49E+12, i think my xanax is coming on to me ,  xanax,472596737, brae_shar, iup 19 maybe snapchatbsharbaugh1 instagrambadluckbraydon,0,0,410, None, None
59,8.34E+17, Wed Feb 22 19:24:49 +0000 2017,1.49E+12, its only 1130 and i already need a xanax.,  xanax,29384561, gaaaabi, ,0,0,382, äæóäæóäæóäæóäæóäæóäæó, None
62,8.34E+17, Wed Feb 22 20:00:40 +0000 2017,1.49E+12, i lowkey miss blacking out on xanax for 6 days at a time,  xanax,339914372, RAPMUSlC, if youre looking for a sign  this is it. domestic violence hotline 18007997233. blacklivesmatter translivesmatter,0,0,580, None, None
63,8.34E+17, Wed Feb 22 20:01:23 +0000 2017,1.49E+12, niggas be taking xanax and fake mdma but too scared to fw cid ,  xanax,7.52E+17, JOSEPHBLAKKK, dont ask me bitch ask god,0,0,212, not in delaware , None
67,8.34E+17, Wed Feb 22 20:07:20 +0000 2017,1.49E+12, does my music really feellike xanax,  xanax,4846206621, ihategiuseppe, milan italy  giovent,0,0,636, Miami: FL, None
75,8.34E+17, Wed Feb 22 20:18:20 +0000 2017,1.49E+12, i popped a xanax and hopenits enough lol,  xanax,137469727, WiscoJay, badgerpackerbrewerbandwagon bucks fan and i tweet a lot about them. proud packers owner. fitfam onwisconsin gopackgo gocrew ownthefuture,0,0,876, None, None
78,8.34E+17, Wed Feb 22 20:23:44 +0000 2017,1.49E+12, i got jars and boats of xanax if u need em hit me ,  xanax,1489161595, YungWorm95, he who fears being conquered is sure of defeat  ballislife  rest in paradise.tonetone. forever missed never forgotten 414,0,0,533, None, None
79,8.34E+17, Wed Feb 22 20:24:08 +0000 2017,1.49E+12, while cleaning out my car i found 3 empty bottles of wine  a half empty pint of gin  half of a xanax bar  a homemade pipe  n 5 stale cigs,  xanax,3820295656, pusssycontrol, worship the sun  worship no one blm,0,0,166, Southwest Detroit: Detroit, None
80,8.35E+17, Wed Feb 22 20:26:22 +0000 2017,1.49E+12, i laugh when one of these twitter niggas wanna defend a soundcloud rapper its like making a xanax statement let the hate flow lmao,  xanax,8.04E+17, xvnvxmusic, inquiries newxworldfamilia@gmail.com @newxworldmusic instagram xvnvxmusic  newxworld   instagram xvnvxmusic snapchat newxworld,0,0,595, Houston: TX, None
81,8.35E+17, Wed Feb 22 20:28:54 +0000 2017,1.49E+12, lil bitch actin up give her ass a xanax pill,  xanax,2342812272, JamezLaFlame,  visual artist  creator  eye take pictures  shit .  | photos x videos contact jamezlaflame@gmail.com |  rareboyz .,0,0,865, äìÂ Made In Flexico äìÂ, None
84,8.35E+17, Wed Feb 22 20:45:15 +0000 2017,1.49E+12, @taymanffb yeah thats have never had surgery so thats what always sets me off  xanax is glorious haha,  xanax,137469727, WiscoJay, badgerpackerbrewerbandwagon bucks fan and i tweet a lot about them. proud packers owner. fitfam onwisconsin gopackgo gocrew ownthefuture,0,0,876, None, None
86,8.35E+17, Wed Feb 22 20:52:55 +0000 2017,1.49E+12, i been taking xanax the past couple days and writing like a mf,  xanax,971159388, SteezySkatan69, psychonaut keep floating  one love ashley c ,0,0,320, San Antonio: Tx, None
88,8.35E+17, Wed Feb 22 20:53:57 +0000 2017,1.49E+12, rum and my xanax.  whatmotivatesmein4words,  xanax,14249393, clarkemtp, physician  entrepreneur  instagram clarkemtp here for the tagsperform your due diligence before following me.,0,0,1464, Portland: TX, None
95,8.35E+17, Wed Feb 22 21:25:00 +0000 2017,1.49E+12, move over xanax  here comes honey boo boo,  xanax,2323193233, emailrecipient, i want to use this website to talk to every computeruser with moneypower,0,0,244, Santa Barbara: CA, None
101,8.35E+17, Wed Feb 22 21:39:39 +0000 2017,1.49E+12, yo @christopherszen i think the acid instead of xanax thing is taking off ,  xanax,69696190, dpl1013, husband  dad  i retweet political observations and south carolina gamecock athletics.,0,0,889, Georgia: USA, None
103,8.35E+17, Wed Feb 22 21:48:19 +0000 2017,1.49E+12, need 54 xanax,  xanax,1677051240, thecamilolemos, feminist sjw that isnt crazy. an infinitely evolving mind. multidimensional being  quinnipiac political science class of 17,0,0,679, Quinnipiac University: BT, None
110,8.35E+17, Wed Feb 22 21:59:06 +0000 2017,1.49E+12, wow i need a xanax prescription. thank goodness i have tomorrow off.,  xanax,797009623, sarahinheaven, professional dog groomer and bookaholic.  packers ,0,0,145, Kentwood: MI, None
113,8.35E+17, Wed Feb 22 22:04:32 +0000 2017,1.49E+12, come buy some xanax,  xanax,438924985, Robertboiii, @dohpskates igtrillrobert snapchatrobertboiii marinoskateteam marinoinfantry robertboidailypic,0,0,772, Modesto: CA, None
118,8.35E+17, Wed Feb 22 22:13:12 +0000 2017,1.49E+12, if u sell xanax on your snapchat story then you are actually broke,  xanax,27728221, llee8_, everything has changed  yet  i am more me than ive ever been. iain s. thomas | ig llee8,0,0,525, ga, None
121,8.35E+17, Wed Feb 22 22:22:00 +0000 2017,1.49E+12, @aminneci1 not only are you on a long rant  but repeating yourself is blah blah blah at this point. take a xanaxdrink and try again later.,  xanax,359152763, KevinK_2012, extreme liberalism in many cases is a diagnosable mental disorder.,0,0,214, Westerly: RI, None
126,8.35E+17, Wed Feb 22 22:44:13 +0000 2017,1.49E+12, i just wanna take some xanax  order a sausage and feta pizza  cuddle  and watch bobs burgers,  xanax,595151703, GhostProgram, writer. director.,0,0,1428, Indiana University, None
147,8.35E+17, Wed Feb 22 23:28:12 +0000 2017,1.49E+12, i got xanax prescription from issues in this music business   shits ridiculous ,  xanax,20728779, JustmeandSHit, i just started rappin inventorofvibes,0,0,26, Los Angeles: CA, None
148,8.35E+17, Wed Feb 22 23:28:21 +0000 2017,1.49E+12, pushed my date back so i could go home first and sit in my robe and take xanax and make mac and cheese ,  xanax,46449248, infinite_daze, oh you know ,0,0,345, Brooklyn: NY, None
155,8.35E+17, Thu Feb 23 00:01:48 +0000 2017,1.49E+12, xanax really xanax what high do they get from xanax oh wow look at the back of my ok nap time ,  xanax,97808012, crazzeeedave, this machine kills fascists,0,0,2244, None, None
164,8.35E+17, Thu Feb 23 00:39:08 +0000 2017,1.49E+12, you know youre fucked when you remember the number of every specific xanax,  xanax,1693036866, Balliooo, i dont know how to twitter,0,0,222, Texas: USA, None
181,8.35E+17, Thu Feb 23 01:41:56 +0000 2017,1.49E+12, i need to take a xanax to stop having an anxiety attack but if i do ill fall asleep at the merch table do you see my problem,  xanax,38071301, toursandwich, tour manager  merch gal for  @thaweakdays @graylingphl  @spurband | @homeoutgrown gig queen | event production | paid media assistant at @famehouse x @umg,0,0,839, Philadelphia: PA, None
187,8.35E+17, Thu Feb 23 02:06:55 +0000 2017,1.49E+12, o wow sometimes i rlly love xanax man,  xanax,2806158454, crissbarnes, steve is buckys concept of home,0,0,322, None, None
188,8.35E+17, Thu Feb 23 02:08:12 +0000 2017,1.49E+12, what r u doing to me ... bye i need a xanax.. ,  xanax,3287956124, kquinnn1982, i love nicki minaj  saw the pink print tour  saw lil  wayne twice  drake  birdman  eminem rihanna   snoop dogg  ice cube  dr dre  2 chains  g eazy meek mill rae,0,0,4975, Kerrville: TX, None
190,8.35E+17, Thu Feb 23 02:17:38 +0000 2017,1.49E+12, to be fair   also xanax ,  xanax,152448004, JayJurden, nyc actor. comedian. ace certifed personal trainer. email  bodybyjaytraining@gmail instagramsnapchat  @jayjurden,0,0,318, New York: NY, None
195,8.35E+17, Thu Feb 23 02:26:42 +0000 2017,1.49E+12, watching hush on netflix me omg  this movie gives me anxiety kathleen me too  i need a xanax,  xanax,806045214, xkarinaruiz, im made of happiness ,0,0,248, oregon, None
202,8.35E+17, Thu Feb 23 02:44:59 +0000 2017,1.49E+12, so nervous about friday. i may have at least two panic attacks before. xanax. xanax. xanax.,  xanax,31534906, mellivonkay,   socially anxious single mom whos into conspiracies and parks  recreation. x6 years sober.,0,0,156, Lancaster: Pennsylvania, None
203,8.35E+17, Thu Feb 23 02:54:11 +0000 2017,1.49E+12, took my first xanax in awhile,  xanax,175317926, Kitsune_Hime31, aggie. cat and corgi enthusiast. proud pansexual.,0,0,127, LaLa Land, None
204,8.35E+17, Thu Feb 23 02:56:27 +0000 2017,1.49E+12, ive seen xanax change too many people..,  xanax,1639810994, taylorbrizee, 925 bay area ,0,0,388, None, None
208,8.35E+17, Thu Feb 23 03:18:01 +0000 2017,1.49E+12, if you a dumb ass nigga that lacks critical thinking you really shouldnt be fuckin with xanax to begin with,  xanax,215414875, DreizBored, open your mind  get lost,0,0,91, None, None
212,8.35E+17, Thu Feb 23 03:29:47 +0000 2017,1.49E+12, just a heads up. xanax bars are 5 each and blunts of midgrade are 2 for 10. @dartmedia they dont even hide it on the 164. friendsofdart,  xanax,414050580, Chase1001WnS, i work in downtown dallas and live in casa view.,0,0,329, Dallas: TX, None
213,8.35E+17, Thu Feb 23 03:35:13 +0000 2017,1.49E+12, please let the xanax trend die  ,  xanax,588815761, Umbr30n, im the kind of human wreckage that you love. @jesussuperswag ,0,0,419, Hell: Arizona, None
214,8.35E+17, Thu Feb 23 03:36:43 +0000 2017,1.49E+12, need em xanax.,  xanax,4656026872, Slaughteryamomm, retired united states army veteran | 24 | stopflexinlikeugotit | god 1st,0,0,215, JUXCE11, None
221,8.35E+17, Thu Feb 23 03:46:50 +0000 2017,1.49E+12, i had my max xanax dose and now i cant stop laughing at my jokes,  xanax,4839748324, huggerofcats, 19 | 4w5 intpt | shethey | queerdo | sleeping and avoiding,0,0,240, Virginia: USA, None
231,8.35E+17, Thu Feb 23 04:16:26 +0000 2017,1.49E+12, cant believe i used to think i needed my xanax or any of the other behavioral meds i was on. pharmaceuticals are literally all about ,  xanax,237542447, sterlycat, have you checked in with the moon lately,0,0,155, Colorado: USA, None
235,8.35E+17, Thu Feb 23 04:35:56 +0000 2017,1.49E+12, fuckin off xanax be litt i aint even gone hold you,  xanax,289682810, f0reignluv_, ,0,0,1756, prison bity, None
236,8.35E+17, Thu Feb 23 04:36:12 +0000 2017,1.49E+12, @madflavor joey just take xanax dawg,  xanax,4328904351, THEGAME31221, poker pro and gambler on football and others and fights.djlife raidernation keepitunderground,0,0,1291, Las Vegas: NV, None
244,8.35E+17, Thu Feb 23 04:56:29 +0000 2017,1.49E+12, @anatoro i love xanax,  xanax,341196280, xldrich, you have the whole night to dream,0,0,187, None, None
250,8.35E+17, Thu Feb 23 05:35:35 +0000 2017,1.49E+12, yo is it normal not to eat when u take a xanax i feel like its similar to adderal as far as reducing my appetite,  xanax,17262210, chewfawka, 20 | sunmoonrising | isfjt | nau | what goes around comes around,0,0,185, Flagstaff: AZ, None
251,8.35E+17, Thu Feb 23 06:00:02 +0000 2017,1.49E+12, ive been so stressed out lately some pls slip a xanax in my morning coffee for the rest of the semester,  xanax,261061625, _unclesteve_, arizonastate | sc stephencretella,0,0,399, None, None
256,8.35E+17, Thu Feb 23 06:51:14 +0000 2017,1.49E+12, @gavinrossdale was great to see you tonight.i had to fight my urge to disrupt the silence wprofanity  that was shush on xanax. haha,  xanax,22547205, lynnrobnett,  and ,0,0,1136, Los Angeles: CA, None
259,8.35E+17, Thu Feb 23 07:00:56 +0000 2017,1.49E+12, uppers amp another couple years coming down off of xanaxevery benzodiazepine every ssri tons of downers,  xanax,79278476, alphayimer, choom gang. plantbased. psychonaut ,0,0,696, San Diego, None
264,8.35E+17, Thu Feb 23 07:50:22 +0000 2017,1.49E+12, im out of xanax so ill probably never sleep again ,  xanax,2791647405, tssfaicha, ,0,0,397, East Carolina University , None
273,8.35E+17, Thu Feb 23 09:28:16 +0000 2017,1.49E+12, i gotta meet my new psychiatrist this morning imma go in sleep deprived and get him to prescribe me xanax,  xanax,3243791418, smokingdick, only thing i learn from the bible was jesus stay gettin finessed | glo in paradise @dxxmxnxy | if i get suspended again @trlllnlall,0,0,908, GUCCIGANG, None
274,8.35E+17, Thu Feb 23 09:29:18 +0000 2017,1.49E+12, i told him i was on the pill  but i really meant xanax,  xanax,1567697636, margo_kaliterna, idk what im doing with my life,0,0,510, Tit                           , None
283,8.35E+17, Thu Feb 23 10:55:12 +0000 2017,1.49E+12, @sparklingwhine same. im on 5 diff prescriptions for anxiety  but they wont give me xanax bc ive had suicide attempts...,  xanax,33027479, ladyxboheme_, drowned in moonlight  strangled by my own bra.,0,0,169, North Carolina: USA, None
284,8.35E+17, Thu Feb 23 10:59:00 +0000 2017,1.49E+12, @sparklingwhine i understand xanax can be fatal when misused but so can a lot of meds. i appreciate their concern but xanax would be great.,  xanax,33027479, ladyxboheme_, drowned in moonlight  strangled by my own bra.,0,0,169, North Carolina: USA, None
288,8.35E+17, Thu Feb 23 11:38:12 +0000 2017,1.49E+12, i cant fucking sleep wish i had some xanax,  xanax,1497841662, jenkinsjoseph2, none,0,0,137, None, None
317,8.35E+17, Thu Feb 23 14:17:17 +0000 2017,1.49E+12, never date someone who fucks with xanax,  xanax,2784560105, kolk_taylor, neuqua valley,0,0,963, Naperville: IL, None
322,8.35E+17, Thu Feb 23 14:30:30 +0000 2017,1.49E+12, had a dream my dad kept giving me xanax and im unsure how i feel about that,  xanax,3228915138, _meoooowlissa, || vivo libre  con mucho ansiedad y felicidad ||  || ,0,0,223, None, None
323,8.35E+17, Thu Feb 23 14:31:11 +0000 2017,1.49E+12, someone at burke overdosed on xanax smh,  xanax,3019747150, LefloreAnthony, 21417 | puerto rican  | burke 2017,0,0,526, Sc: Anthony_leflore  , None
325,8.35E+17, Thu Feb 23 14:37:12 +0000 2017,1.49E+12, bitch im on 12 xanax,  xanax,2322131406, JohnnyThoo, freeab management  @trapmoneymelo ,0,0,1642, Atlanta , None
327,8.35E+17, Thu Feb 23 14:38:21 +0000 2017,1.49E+12, go head from a bitch named sandy forgot everything shoutout yo da xanax,  xanax,2349162932, 1BankrollFlash, ,0,0,1127, Black Earth, None
329,8.35E+17, Thu Feb 23 14:52:18 +0000 2017,1.49E+12, you know when youre tryna fuck around with your man but the xanax hits you so you just starfish and snooze yeah,  xanax,219336107, victoriadesire_, none,0,0,297, i can't locate my filter, None
341,8.35E+17, Thu Feb 23 15:31:04 +0000 2017,1.49E+12, i needa be prescribed xanax or some i be anxious and nervous asab sometimes i be tripping,  xanax,265540877, illestrated_, breathe easy,0,0,1128,757, None
365,8.35E+17, Thu Feb 23 16:36:12 +0000 2017,1.49E+12, pop bottles not xanax,  xanax,347886841, riddimguru, director of the vibes  accept respect precision honesty @sundriedcompany @undergroundtues stank,0,0,353, Texas: USA, None
382,8.35E+17, Thu Feb 23 17:22:22 +0000 2017,1.49E+12, yall still out here eating xanax or did we leave intentionally making ourselves retarded in the past,  xanax,2155430424, Acehasraged, you know that thing in your brain that tells you whats not okay to say mines broken. zeddsnotdead sc vitaecupido,0,0,1859, Iowa: LA 337, None
385,8.35E+17, Thu Feb 23 17:29:31 +0000 2017,1.49E+12, imo ketamine is like the xanax of the edm scene ,  xanax,188079216, TheyCallMeGeezy,   grant vibes @ravechasersdet og shark sqaud forestfam ephsociety owsla gang bitch grimematters,0,0,1879, Detroit äÊî¥Ÿ Sterling Heights, None
389,8.35E+17, Thu Feb 23 17:43:59 +0000 2017,1.49E+12, ive literally had to choke a chick out once because she threatened to stab me on xanax and then tried to go throug ,  xanax,2155430424, Acehasraged, you know that thing in your brain that tells you whats not okay to say mines broken. zeddsnotdead sc vitaecupido,0,0,1861, Iowa: LA 337, None
416,8.35E+17, Thu Feb 23 19:05:45 +0000 2017,1.49E+12, i was told first class came with complimentary xanax. @ laguardia airport ,  xanax,1080704612, BrendanLorber, pale and dark,0,0,78, None, {'type': 'Point': 'coordinates': [40.77526925: -73.87230659]}
444,8.35E+17, Thu Feb 23 20:26:50 +0000 2017,1.49E+12, @lisarinna you are such  big liar its no wonder you cant rember what you said you are so addicted 2 xanax,  xanax,8.25E+17, KathyLeigh10, none,0,0,40, None, None
